Id,Category
8069,3
8070,6
8071,4
8072,1
8073,6
8074,5
8075,7
8076,3
8077,1
8078,4
8079,5
8080,7
8081,8
8082,2
8083,5
8084,1
8085,8
8086,2
8087,5
8088,5
8089,4
8090,4
8091,4
8092,8
8093,4
8094,8
8095,2
8096,2
8097,8
8098,7
8099,1
8100,1
8101,1
8102,0
8103,5
8104,2
8105,8
8106,1
8107,0
8108,4
8109,0
8110,2
8111,7
8112,8
8113,6
8114,2
8115,6
8116,1
8117,4
8118,3
8119,6
8120,7
8121,8
8122,3
8123,6
8124,5
8125,4
8126,6
8127,6
8128,4
8129,1
8130,8
8131,6
8132,7
8133,3
8134,6
8135,4
8136,0
8137,0
8138,0
8139,4
8140,2
8141,4
8142,7
8143,5
8144,2
8145,2
8146,2
8147,4
8148,5
8149,2
8150,6
8151,8
8152,0
8153,5
8154,4
8155,6
8156,4
8157,2
8158,7
8159,8
8160,7
8161,0
8162,0
8163,7
8164,5
8165,5
8166,6
8167,8
8168,2
8169,7
8170,0
8171,2
8172,0
8173,0
8174,1
8175,4
8176,8
8177,5
8178,5
8179,3
8180,7
8181,0
8182,4
8183,7
8184,2
8185,6
8186,3
8187,7
8188,0
8189,1
8190,8
8191,8
8192,0
8193,7
8194,5
8195,0
8196,7
8197,7
8198,8
8199,0
8200,5
8201,1
8202,2
8203,0
8204,3
8205,4
8206,2
8207,7
8208,7
8209,1
8210,5
8211,8
8212,7
8213,4
8214,6
8215,4
8216,6
8217,5
8218,8
8219,7
8220,3
8221,7
8222,4
8223,0
8224,1
8225,8
8226,3
8227,7
8228,0
8229,1
8230,7
8231,5
8232,3
8233,4
8234,6
8235,3
8236,5
8237,8
8238,0
8239,1
8240,1
8241,2
8242,7
8243,8
8244,1
8245,5
8246,4
8247,5
8248,6
8249,7
8250,6
8251,8
8252,3
8253,0
8254,0
8255,8
8256,0
8257,6
8258,8
8259,5
8260,0
8261,0
8262,5
8263,0
8264,6
8265,1
8266,3
8267,0
8268,3
8269,1
8270,0
8271,8
8272,7
8273,3
8274,7
8275,0
8276,1
8277,0
8278,3
8279,7
8280,8
8281,4
8282,1
8283,8
8284,3
8285,5
8286,5
8287,0
8288,0
8289,0
8290,2
8291,6
8292,1
8293,0
8294,6
8295,4
8296,2
8297,4
8298,5
8299,1
8300,7
8301,0
8302,4
8303,1
8304,0
8305,8
8306,1
8307,1
8308,3
8309,1
8310,3
8311,6
8312,5
8313,7
8314,1
8315,1
8316,6
8317,8
8318,6
8319,0
8320,2
8321,4
8322,1
8323,4
8324,6
8325,5
8326,3
8327,3
8328,0
8329,7
8330,7
8331,3
8332,6
8333,1
8334,7
8335,8
8336,6
8337,6
8338,5
8339,0
8340,0
8341,7
8342,8
8343,3
8344,1
8345,5
8346,5
8347,1
8348,5
8349,3
8350,4
8351,7
8352,8
8353,1
8354,3
8355,3
8356,5
8357,6
8358,0
8359,6
8360,4
8361,6
8362,3
8363,6
8364,7
8365,7
8366,6
8367,3
8368,8
8369,5
8370,7
8371,0
8372,4
8373,6
8374,7
8375,6
8376,3
8377,1
8378,6
8379,4
8380,5
8381,3
8382,3
8383,4
8384,4
8385,1
8386,5
8387,7
8388,5
8389,3
8390,2
8391,2
8392,3
8393,1
8394,1
8395,3
8396,4
8397,7
8398,6
8399,5
8400,3
8401,5
8402,0
8403,3
8404,4
8405,0
8406,1
8407,3
8408,7
8409,0
8410,7
8411,4
8412,8
8413,4
8414,5
8415,1
8416,6
8417,6
8418,4
8419,8
8420,8
8421,5
8422,6
8423,4
8424,7
8425,2
8426,8
8427,4
8428,8
8429,6
8430,8
8431,1
8432,0
8433,5
8434,0
8435,6
8436,8
8437,7
8438,5
8439,2
8440,0
8441,2
8442,6
8443,5
8444,7
8445,3
8446,1
8447,0
8448,7
8449,6
8450,0
8451,5
8452,7
8453,2
8454,2
8455,6
8456,3
8457,1
8458,5
8459,2
8460,6
8461,3
8462,7
8463,6
8464,0
8465,4
8466,7
8467,1
8468,3
8469,7
8470,2
8471,3
8472,3
8473,2
8474,1
8475,1
8476,2
8477,8
8478,3
8479,5
8480,0
8481,6
8482,0
8483,2
8484,5
8485,7
8486,7
8487,7
8488,7
8489,4
8490,0
8491,3
8492,3
8493,1
8494,4
8495,5
8496,1
8497,8
8498,5
8499,5
8500,4
8501,7
8502,6
8503,3
8504,7
8505,8
8506,0
8507,7
8508,4
8509,5
8510,1
8511,5
8512,5
8513,6
8514,1
8515,5
8516,4
8517,6
8518,8
8519,5
8520,0
8521,2
8522,8
8523,7
8524,2
8525,2
8526,4
8527,3
8528,4
8529,1
8530,5
8531,1
8532,1
8533,5
8534,2
8535,5
8536,6
8537,8
8538,7
8539,4
8540,7
8541,7
8542,8
8543,5
8544,2
8545,3
8546,1
8547,8
8548,5
8549,1
8550,7
8551,0
8552,2
8553,3
8554,5
8555,7
8556,2
8557,3
8558,2
8559,8
8560,5
8561,8
8562,1
8563,8
8564,0
8565,4
8566,8
8567,0
8568,0
8569,0
8570,5
8571,7
8572,8
8573,3
8574,4
8575,3
8576,5
8577,6
8578,7
8579,6
8580,4
8581,3
8582,8
8583,1
8584,6
8585,8
8586,2
8587,6
8588,8
8589,0
8590,4
8591,5
8592,1
8593,7
8594,8
8595,5
8596,6
8597,3
8598,7
8599,2
8600,8
8601,1
8602,8
8603,7
8604,0
8605,1
8606,1
8607,7
8608,0
8609,4
8610,7
8611,8
8612,1
8613,3
8614,0
8615,6
8616,3
8617,7
8618,6
8619,8
8620,0
8621,7
8622,8
8623,7
8624,3
8625,6
8626,3
8627,6
8628,4
8629,1
8630,2
8631,2
8632,1
8633,3
8634,7
8635,0
8636,0
8637,5
8638,1
8639,1
8640,6
8641,4
8642,4
8643,5
8644,8
8645,3
8646,8
8647,3
8648,7
8649,1
8650,7
8651,3
8652,7
8653,1
8654,6
8655,5
8656,4
8657,4
8658,5
8659,0
8660,2
8661,7
8662,1
8663,0
8664,7
8665,6
8666,6
8667,4
8668,4
8669,7
8670,2
8671,0
8672,3
8673,4
8674,1
8675,0
8676,7
8677,1
8678,4
8679,7
8680,1
8681,3
8682,1
8683,2
8684,0
8685,4
8686,2
8687,7
8688,4
8689,4
8690,8
8691,8
8692,3
8693,3
8694,0
8695,6
8696,2
8697,1
8698,5
8699,7
8700,7
8701,8
8702,5
8703,3
8704,8
8705,1
8706,4
8707,0
8708,8
8709,5
8710,0
8711,8
8712,6
8713,1
8714,7
8715,8
8716,1
8717,3
8718,7
8719,2
8720,6
8721,2
8722,3
8723,7
8724,2
8725,1
8726,4
8727,5
8728,3
8729,0
8730,4
8731,1
8732,5
8733,4
8734,8
8735,2
8736,2
8737,8
8738,5
8739,0
8740,2
8741,2
8742,4
8743,5
8744,8
8745,7
8746,2
8747,1
8748,1
8749,8
8750,0
8751,0
8752,3
8753,2
8754,7
8755,6
8756,0
8757,5
8758,7
8759,8
8760,1
8761,2
8762,2
8763,6
8764,2
8765,0
8766,1
8767,5
8768,6
8769,7
8770,0
8771,0
8772,3
8773,0
8774,3
8775,6
8776,5
8777,4
8778,1
8779,4
8780,0
8781,5
8782,0
8783,2
8784,4
8785,3
8786,4
8787,0
8788,4
8789,1
8790,0
8791,7
8792,4
8793,0
8794,6
8795,5
8796,6
8797,4
8798,2
8799,6
8800,5
8801,4
8802,0
8803,3
8804,2
8805,2
8806,7
8807,0
8808,4
8809,0
8810,1
8811,2
8812,3
8813,7
8814,4
8815,5
8816,1
8817,6
8818,2
8819,2
8820,3
8821,1
8822,2
8823,2
8824,0
8825,3
8826,5
8827,4
8828,7
8829,0
8830,5
8831,8
8832,5
8833,5
8834,5
8835,5
8836,8
8837,6
8838,5
8839,0
8840,5
8841,5
8842,2
8843,6
8844,0
8845,5
8846,8
8847,2
8848,6
8849,2
8850,1
8851,5
8852,4
8853,0
8854,5
8855,3
8856,0
8857,2
8858,3
8859,6
8860,4
8861,2
8862,8
8863,5
8864,8
8865,0
8866,0
8867,3
8868,8
8869,4
8870,3
8871,3
8872,5
8873,2
8874,1
8875,5
8876,5
8877,3
8878,7
8879,0
8880,7
8881,7
8882,0
8883,6
8884,0
8885,3
8886,7
8887,3
8888,6
8889,1
8890,6
8891,8
8892,7
8893,2
8894,7
8895,4
8896,5
8897,3
8898,3
8899,3
8900,0
8901,1
8902,6
8903,5
8904,5
8905,4
8906,0
8907,1
8908,6
8909,2
8910,0
8911,5
8912,8
8913,8
8914,3
8915,7
8916,7
8917,2
8918,1
8919,8
8920,0
8921,2
8922,6
8923,5
8924,0
8925,1
8926,6
8927,3
8928,4
8929,5
8930,6
8931,4
8932,8
8933,0
8934,4
8935,8
8936,6
8937,1
8938,2
8939,2
8940,3
8941,5
8942,8
8943,0
8944,6
8945,1
8946,1
8947,4
8948,1
8949,3
8950,5
8951,2
8952,6
8953,2
8954,0
8955,6
8956,7
8957,3
8958,4
8959,5
8960,6
8961,7
8962,1
8963,0
8964,2
8965,1
8966,7
8967,7
8968,5
8969,0
8970,4
8971,8
8972,5
8973,3
8974,5
8975,5
8976,0
8977,0
8978,3
8979,7
8980,2
8981,5
8982,1
8983,0
8984,3
8985,5
8986,6
8987,5
8988,6
8989,2
8990,4
8991,8
8992,5
8993,8
8994,2
8995,7
8996,8
8997,8
8998,8
8999,5
9000,6
9001,0
9002,4
9003,3
9004,4
9005,7
9006,8
9007,0
9008,8
9009,8
9010,8
9011,7
9012,1
9013,0
9014,1
9015,4
9016,3
9017,0
9018,8
9019,2
9020,0
9021,1
9022,0
9023,2
9024,5
9025,5
9026,1
9027,0
9028,2
9029,6
9030,5
9031,4
9032,5
9033,0
9034,7
9035,3
9036,5
9037,3
9038,5
9039,1
9040,3
9041,1
9042,0
9043,1
9044,8
9045,6
9046,6
9047,3
9048,1
9049,2
9050,1
9051,4
9052,5
9053,5
9054,4
9055,0
9056,7
9057,4
9058,6
9059,8
9060,2
9061,4
9062,0
9063,3
9064,5
9065,2
9066,6
9067,7
9068,1
9069,3
9070,1
9071,5
9072,6
9073,8
9074,5
9075,7
9076,7
9077,1
9078,2
9079,1
9080,7
9081,7
9082,0
9083,2
9084,7
9085,6
9086,5
9087,6
9088,2
9089,7
9090,2
9091,7
9092,0
9093,0
9094,8
9095,8
9096,4
9097,4
9098,0
9099,8
9100,7
9101,6
9102,5
9103,4
9104,0
9105,1
9106,6
9107,1
9108,1
9109,2
9110,7
9111,7
9112,0
9113,6
9114,6
9115,4
9116,5
9117,7
9118,3
9119,3
9120,7
9121,3
9122,4
9123,4
9124,0
9125,2
9126,5
9127,2
9128,4
9129,2
9130,0
9131,8
9132,6
9133,8
9134,1
9135,0
9136,0
9137,5
9138,2
9139,7
9140,4
9141,3
9142,2
9143,4
9144,4
9145,6
9146,8
9147,3
9148,6
9149,2
9150,4
9151,3
9152,6
9153,4
9154,6
9155,3
9156,6
9157,8
9158,7
9159,5
9160,8
9161,4
9162,0
9163,0
9164,4
9165,0
9166,7
9167,3
9168,3
9169,5
9170,8
9171,2
9172,7
9173,0
9174,5
9175,2
9176,0
9177,3
9178,1
9179,0
9180,4
9181,7
9182,5
9183,6
9184,8
9185,6
9186,2
9187,3
9188,8
9189,0
9190,3
9191,2
9192,4
9193,7
9194,7
9195,3
9196,3
9197,0
9198,5
9199,3
9200,0
9201,1
9202,4
9203,5
9204,3
9205,3
9206,3
9207,5
9208,4
9209,8
9210,1
9211,3
9212,1
9213,1
9214,5
9215,7
9216,7
9217,5
9218,4
9219,2
9220,1
9221,4
9222,1
9223,6
9224,0
9225,6
9226,0
9227,1
9228,1
9229,5
9230,1
9231,8
9232,7
9233,2
9234,8
9235,5
9236,0
9237,4
9238,0
9239,6
9240,2
9241,5
9242,6
9243,4
9244,2
9245,4
9246,7
9247,6
9248,0
9249,2
9250,1
9251,2
9252,4
9253,6
9254,6
9255,3
9256,2
9257,7
9258,1
9259,7
9260,5
9261,6
9262,1
9263,3
9264,7
9265,3
9266,6
9267,0
9268,3
9269,4
9270,7
9271,4
9272,1
9273,5
9274,0
9275,6
9276,7
9277,1
9278,7
9279,5
9280,6
9281,4
9282,6
9283,0
9284,7
9285,5
9286,3
9287,4
9288,1
9289,5
9290,8
9291,1
9292,2
9293,3
9294,3
9295,7
9296,4
9297,0
9298,5
9299,6
9300,8
9301,4
9302,5
9303,8
9304,2
9305,2
9306,3
9307,7
9308,8
9309,8
9310,4
9311,0
9312,0
9313,3
9314,1
9315,8
9316,8
9317,3
9318,4
9319,0
9320,2
9321,8
9322,0
9323,0
9324,1
9325,7
9326,5
9327,3
9328,0
9329,5
9330,5
9331,4
9332,1
9333,2
9334,4
9335,4
9336,1
9337,2
9338,5
9339,1
9340,8
9341,2
9342,5
9343,3
9344,8
9345,7
9346,4
9347,5
9348,8
9349,5
9350,0
9351,0
9352,8
9353,2
9354,0
9355,4
9356,5
9357,4
9358,8
9359,6
9360,2
9361,3
9362,8
9363,3
9364,7
9365,8
9366,6
9367,5
9368,6
9369,7
9370,6
9371,6
9372,3
9373,3
9374,7
9375,4
9376,8
9377,5
9378,1
9379,1
9380,5
9381,0
9382,5
9383,1
9384,4
9385,1
9386,2
9387,7
9388,4
9389,7
9390,8
9391,7
9392,6
9393,7
9394,6
9395,7
9396,3
9397,6
9398,0
9399,6
9400,0
9401,1
9402,8
9403,4
9404,6
9405,7
9406,3
9407,6
9408,3
9409,3
9410,8
9411,0
9412,2
9413,6
9414,2
9415,2
9416,3
9417,1
9418,1
9419,5
9420,8
9421,0
9422,6
9423,1
9424,0
9425,2
9426,4
9427,0
9428,3
9429,8
9430,7
9431,0
9432,6
9433,6
9434,7
9435,7
9436,7
9437,0
9438,0
9439,3
9440,1
9441,2
9442,3
9443,5
9444,1
9445,3
9446,1
9447,2
9448,5
9449,3
9450,4
9451,0
9452,6
9453,3
9454,6
9455,0
9456,6
9457,1
9458,1
9459,3
9460,8
9461,8
9462,3
9463,7
9464,2
9465,8
9466,0
9467,8
9468,7
9469,1
9470,2
9471,0
9472,5
9473,0
9474,5
9475,5
9476,4
9477,4
9478,1
9479,5
9480,2
9481,7
9482,1
9483,7
9484,7
9485,1
9486,7
9487,0
9488,4
9489,8
9490,8
9491,8
9492,6
9493,0
9494,4
9495,6
9496,4
9497,4
9498,7
9499,5
9500,0
9501,4
9502,1
9503,2
9504,7
9505,4
9506,8
9507,4
9508,3
9509,3
9510,1
9511,5
9512,6
9513,3
9514,4
9515,3
9516,8
9517,0
9518,7
9519,7
9520,7
9521,5
9522,8
9523,5
9524,2
9525,5
9526,7
9527,2
9528,3
9529,1
9530,5
9531,2
9532,0
9533,6
9534,2
9535,1
9536,5
9537,4
9538,4
9539,0
9540,6
9541,4
9542,1
9543,8
9544,3
9545,7
9546,5
9547,3
9548,7
9549,8
9550,7
9551,2
9552,6
9553,5
9554,1
9555,7
9556,7
9557,6
9558,4
9559,5
9560,8
9561,5
9562,6
9563,8
9564,8
9565,8
9566,1
9567,8
9568,1
9569,0
9570,3
9571,5
9572,4
9573,7
9574,3
9575,7
9576,8
9577,8
9578,8
9579,1
9580,6
9581,1
9582,6
9583,3
9584,7
9585,4
9586,7
9587,3
9588,7
9589,0
9590,0
9591,7
9592,8
9593,0
9594,1
9595,0
9596,0
9597,8
9598,3
9599,0
9600,1
9601,6
9602,8
9603,6
9604,4
9605,1
9606,7
9607,8
9608,4
9609,3
9610,7
9611,6
9612,5
9613,8
9614,0
9615,2
9616,1
9617,4
9618,3
9619,0
9620,8
9621,1
9622,4
9623,6
9624,7
9625,5
9626,3
9627,5
9628,0
9629,8
9630,6
9631,8
9632,8
9633,2
9634,3
9635,6
9636,2
9637,6
9638,0
9639,8
9640,1
9641,4
9642,5
9643,2
9644,0
9645,3
9646,6
9647,1
9648,8
9649,5
9650,4
9651,0
9652,3
9653,1
9654,6
9655,3
9656,6
9657,4
9658,7
9659,4
9660,1
9661,0
9662,6
9663,5
9664,3
9665,0
9666,2
9667,6
9668,0
9669,3
9670,8
9671,4
9672,2
9673,8
9674,7
9675,1
9676,0
9677,3
9678,2
9679,1
9680,1
9681,0
9682,7
9683,6
9684,7
9685,3
9686,6
9687,5
9688,2
9689,7
9690,8
9691,1
9692,5
9693,7
9694,4
9695,2
9696,2
9697,3
9698,8
9699,3
9700,0
9701,3
9702,5
9703,7
9704,3
9705,1
9706,4
9707,6
9708,2
9709,3
9710,6
9711,2
9712,2
9713,0
9714,4
9715,7
9716,1
9717,6
9718,1
9719,0
9720,4
9721,5
9722,6
9723,3
9724,4
9725,5
9726,3
9727,3
9728,1
9729,2
9730,5
9731,1
9732,5
9733,6
9734,5
9735,5
9736,2
9737,4
9738,8
9739,1
9740,7
9741,7
9742,4
9743,1
9744,1
9745,8
9746,5
9747,8
9748,5
9749,1
9750,1
9751,8
9752,3
9753,4
9754,4
9755,0
9756,3
9757,5
9758,5
9759,3
9760,0
9761,2
9762,6
9763,6
9764,8
9765,3
9766,0
9767,4
9768,3
9769,8
9770,1
9771,5
9772,5
9773,5
9774,6
9775,8
9776,2
9777,5
9778,8
9779,5
9780,4
9781,3
9782,5
9783,4
9784,6
9785,5
9786,6
9787,5
9788,6
9789,5
9790,8
9791,3
9792,5
9793,8
9794,6
9795,6
9796,1
9797,2
9798,0
9799,3
9800,2
9801,0
9802,8
9803,2
9804,3
9805,2
9806,1
9807,6
9808,1
9809,3
9810,1
9811,4
9812,1
9813,0
9814,0
9815,5
9816,6
9817,0
9818,0
9819,3
9820,0
9821,8
9822,8
9823,7
9824,7
9825,3
9826,8
9827,6
9828,1
9829,3
9830,4
9831,0
9832,3
9833,5
9834,3
9835,7
9836,1
9837,2
9838,7
9839,0
9840,7
9841,1
9842,8
9843,8
9844,4
9845,8
9846,7
9847,5
9848,1
9849,7
9850,1
9851,4
9852,4
9853,8
9854,5
9855,4
9856,0
9857,5
9858,0
9859,0
9860,2
9861,7
9862,6
9863,0
9864,5
9865,3
9866,7
9867,8
9868,0
9869,0
9870,2
9871,6
9872,1
9873,2
9874,7
9875,1
9876,1
9877,1
9878,8
9879,8
9880,6
9881,3
9882,4
9883,6
9884,5
9885,6
9886,0
9887,2
9888,5
9889,5
9890,6
9891,4
9892,4
9893,2
9894,8
9895,5
9896,6
9897,6
9898,4
9899,7
9900,7
9901,6
9902,6
9903,6
9904,5
9905,3
9906,0
9907,3
9908,4
9909,8
9910,6
9911,0
9912,2
9913,1
9914,0
9915,6
9916,7
9917,0
9918,1
9919,8
9920,5
9921,7
9922,0
9923,6
9924,1
9925,2
9926,0
9927,4
9928,2
9929,7
9930,4
9931,2
9932,7
9933,2
9934,3
9935,8
9936,4
9937,4
9938,0
9939,4
9940,1
9941,5
9942,7
9943,7
9944,8
9945,8
9946,4
9947,7
9948,8
9949,4
9950,0
9951,4
9952,2
9953,7
9954,0
9955,6
9956,8
9957,8
9958,7
9959,0
9960,0
9961,6
9962,2
9963,3
9964,2
9965,4
9966,5
9967,7
9968,5
9969,2
9970,6
9971,2
9972,6
9973,0
9974,4
9975,4
9976,6
9977,2
9978,3
9979,4
9980,4
9981,3
9982,1
9983,1
9984,6
9985,1
9986,7
9987,5
9988,5
9989,4
9990,1
9991,3
9992,0
9993,2
9994,2
9995,5
9996,5
9997,7
9998,5
9999,6
10000,8
10001,8
10002,1
10003,4
10004,2
10005,3
10006,0
10007,0
10008,8
10009,2
10010,0
10011,6
10012,6
10013,0
10014,1
10015,4
10016,8
10017,4
10018,5
10019,6
10020,3
10021,7
10022,4
10023,3
10024,1
10025,1
10026,4
10027,3
10028,4
10029,7
10030,7
10031,0
10032,2
10033,4
10034,8
10035,5
10036,6
10037,6
10038,5
10039,3
10040,6
10041,8
10042,6
10043,2
10044,1
10045,2
10046,8
10047,6
10048,2
10049,7
10050,5
10051,5
10052,8
10053,1
10054,3
10055,8
10056,6
10057,4
10058,3
10059,2
10060,0
10061,0
10062,0
10063,8
10064,6
10065,2
10066,0
10067,1
10068,2
10069,8
10070,8
10071,3
10072,3
10073,5
10074,6
10075,4
10076,0
10077,6
10078,2
10079,1
10080,8
10081,2
10082,5
10083,2
10084,4
10085,7
10086,1
10087,7
10088,4
10089,1
10090,6
10091,0
10092,0
10093,5
10094,5
10095,3
10096,7
10097,1
10098,1
10099,7
10100,2
10101,1
10102,2
10103,3
10104,1
10105,1
10106,8
10107,8
10108,4
10109,3
10110,6
10111,8
10112,7
10113,7
10114,2
10115,2
10116,0
10117,4
10118,5
10119,8
10120,6
10121,5
10122,1
10123,3
10124,0
10125,6
10126,4
10127,3
10128,6
10129,4
10130,5
10131,8
10132,1
10133,0
10134,0
10135,1
10136,3
10137,6
10138,0
10139,7
10140,6
10141,7
10142,0
10143,3
10144,0
10145,1
10146,5
10147,7
10148,1
10149,8
10150,0
10151,4
10152,0
10153,7
10154,2
10155,8
10156,0
10157,2
10158,6
10159,6
10160,7
10161,1
10162,1
10163,1
10164,2
10165,3
10166,6
10167,3
10168,4
10169,3
10170,7
10171,3
10172,7
10173,8
10174,0
10175,5
10176,2
10177,1
10178,5
10179,3
10180,6
10181,2
10182,3
10183,5
10184,6
10185,7
10186,7
10187,7
10188,3
10189,0
10190,7
10191,0
10192,3
10193,8
10194,3
10195,2
10196,4
10197,6
10198,4
10199,7
10200,4
10201,7
10202,6
10203,0
10204,6
10205,0
10206,5
10207,7
10208,5
10209,6
10210,3
10211,2
10212,3
10213,3
10214,8
10215,8
10216,5
10217,1
10218,4
10219,4
10220,7
10221,2
10222,0
10223,7
10224,1
10225,2
10226,4
10227,4
10228,6
10229,7
10230,5
10231,4
10232,4
10233,7
10234,8
10235,6
10236,4
10237,5
10238,3
10239,4
10240,7
10241,3
10242,5
10243,6
10244,1
10245,7
10246,3
10247,6
10248,8
10249,4
10250,8
10251,3
10252,4
10253,6
10254,3
10255,8
10256,1
10257,8
10258,6
10259,7
10260,0
10261,1
10262,2
10263,2
10264,7
10265,5
10266,6
10267,1
10268,6
10269,4
10270,3
10271,7
10272,6
10273,4
10274,4
10275,4
10276,8
10277,8
10278,7
10279,0
10280,8
10281,8
10282,4
10283,2
10284,3
10285,3
10286,7
10287,1
10288,3
10289,1
10290,4
10291,8
10292,7
10293,2
10294,0
10295,7
10296,6
10297,7
10298,5
10299,3
10300,2
10301,5
10302,6
10303,2
10304,0
10305,5
10306,4
10307,4
10308,6
10309,1
10310,2
10311,4
10312,2
10313,4
10314,2
10315,7
10316,1
10317,3
10318,0
10319,5
10320,1
10321,5
10322,3
10323,4
10324,5
10325,5
10326,2
10327,6
10328,1
10329,4
10330,5
10331,8
10332,7
10333,1
10334,1
10335,0
10336,0
10337,4
10338,1
10339,0
10340,7
10341,0
10342,6
10343,0
10344,5
10345,7
10346,4
10347,5
10348,0
10349,0
10350,5
10351,4
10352,6
10353,2
10354,1
10355,6
10356,8
10357,6
10358,4
10359,2
10360,1
10361,1
10362,0
10363,0
10364,8
10365,1
10366,6
10367,1
10368,3
10369,1
10370,5
10371,2
10372,0
10373,7
10374,4
10375,2
10376,5
10377,0
10378,0
10379,6
10380,1
10381,2
10382,4
10383,1
10384,7
10385,7
10386,5
10387,6
10388,7
10389,6
10390,6
10391,8
10392,4
10393,6
10394,1
10395,1
10396,7
10397,7
10398,6
10399,3
10400,6
10401,2
10402,0
10403,7
10404,1
10405,4
10406,5
10407,2
10408,0
10409,7
10410,5
10411,2
10412,5
10413,8
10414,7
10415,2
10416,1
10417,1
10418,7
10419,7
10420,4
10421,2
10422,2
10423,5
10424,8
10425,1
10426,3
10427,7
10428,1
10429,3
10430,8
10431,7
10432,3
10433,5
10434,5
10435,3
10436,2
10437,5
10438,6
10439,3
10440,7
10441,7
10442,0
10443,8
10444,7
10445,8
10446,3
10447,2
10448,6
10449,2
10450,4
10451,8
10452,3
10453,5
10454,5
10455,8
10456,5
10457,5
10458,0
10459,4
10460,4
10461,7
10462,0
10463,0
10464,7
10465,8
10466,0
10467,4
10468,1
10469,7
10470,7
10471,5
10472,1
10473,2
10474,7
10475,5
10476,7
10477,0
10478,5
10479,3
10480,8
10481,1
10482,6
10483,3
10484,1
10485,7
10486,7
10487,2
10488,7
10489,8
10490,1
10491,6
10492,7
10493,2
10494,8
10495,2
10496,0
10497,1
10498,6
10499,7
10500,8
10501,5
10502,3
10503,3
10504,2
10505,0
10506,0
10507,1
10508,1
10509,5
10510,2
10511,2
10512,0
10513,7
10514,8
10515,1
10516,0
10517,4
10518,4
10519,1
10520,8
10521,7
10522,4
10523,2
10524,3
10525,6
10526,0
10527,5
10528,1
10529,8
10530,8
10531,0
10532,7
10533,5
10534,6
10535,2
10536,2
10537,0
10538,8
10539,5
10540,3
10541,0
10542,5
10543,7
10544,8
10545,8
10546,7
10547,2
10548,6
10549,7
10550,7
10551,0
10552,8
10553,8
10554,8
10555,7
10556,2
10557,6
10558,3
10559,4
10560,6
10561,1
10562,4
10563,5
10564,5
10565,3
10566,2
10567,5
10568,6
10569,8
10570,0
10571,0
10572,7
10573,5
10574,2
10575,3
10576,4
10577,2
10578,1
10579,5
10580,8
10581,0
10582,8
10583,2
10584,2
10585,1
10586,6
10587,5
10588,6
10589,1
10590,6
10591,4
10592,1
10593,3
10594,8
10595,1
10596,8
10597,5
10598,8
10599,0
10600,5
10601,2
10602,3
10603,7
10604,4
10605,4
10606,4
10607,7
10608,5
10609,3
10610,3
10611,3
10612,5
10613,0
10614,8
10615,6
10616,7
10617,6
10618,8
10619,0
10620,2
10621,6
10622,2
10623,7
10624,8
10625,2
10626,7
10627,7
10628,6
10629,1
10630,1
10631,3
10632,2
10633,5
10634,2
10635,6
10636,6
10637,5
10638,7
10639,7
10640,7
10641,6
10642,6
10643,2
10644,8
10645,5
10646,7
10647,6
10648,7
10649,5
10650,5
10651,8
10652,1
10653,8
10654,2
10655,5
10656,5
10657,7
10658,8
10659,0
10660,5
10661,8
10662,5
10663,6
10664,8
10665,4
10666,5
10667,7
10668,6
10669,5
10670,2
10671,0
10672,6
10673,4
10674,0
10675,5
10676,7
10677,7
10678,7
10679,7
10680,0
10681,4
10682,2
10683,0
10684,4
10685,4
10686,8
10687,4
10688,1
10689,5
10690,2
10691,4
10692,1
10693,8
10694,0
10695,7
10696,4
10697,1
10698,0
10699,1
10700,0
10701,3
10702,2
10703,2
10704,0
10705,2
10706,4
10707,0
10708,8
10709,0
10710,6
10711,3
10712,0
10713,3
10714,1
10715,2
10716,0
10717,2
10718,8
10719,7
10720,4
10721,4
10722,5
10723,0
10724,3
10725,3
10726,6
10727,2
10728,4
10729,8
10730,2
10731,0
10732,2
10733,0
10734,1
10735,0
10736,8
10737,0
10738,7
10739,8
10740,8
10741,3
10742,5
10743,8
10744,2
10745,1
10746,2
10747,0
10748,1
10749,0
10750,3
10751,0
10752,5
10753,2
10754,1
10755,5
10756,3
10757,7
10758,0
10759,6
10760,2
10761,8
10762,8
10763,5
10764,1
10765,2
10766,6
10767,1
10768,1
10769,0
10770,0
10771,5
10772,5
10773,7
10774,7
10775,0
10776,2
10777,3
10778,0
10779,7
10780,1
10781,1
10782,2
10783,6
10784,8
10785,8
10786,6
10787,3
10788,3
10789,2
10790,5
10791,3
10792,6
10793,5
10794,0
10795,1
10796,4
10797,6
10798,7
10799,2
10800,2
10801,2
10802,3
10803,5
10804,7
10805,0
10806,7
10807,6
10808,7
10809,1
10810,0
10811,8
10812,3
10813,0
10814,3
10815,0
10816,3
10817,7
10818,5
10819,5
10820,1
10821,2
10822,2
10823,7
10824,6
10825,0
10826,1
10827,8
10828,8
10829,6
10830,7
10831,7
10832,8
10833,4
10834,7
10835,2
10836,1
10837,2
10838,7
10839,2
10840,6
10841,5
10842,2
10843,4
10844,8
10845,8
10846,8
10847,5
10848,8
10849,0
10850,3
10851,4
10852,0
10853,3
10854,0
10855,2
10856,7
10857,2
10858,5
10859,1
10860,2
10861,8
10862,0
10863,1
10864,0
10865,3
10866,5
